ApplicantIncome,CoapplicantIncome,LoanAmount,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Credit_History_0.0,Credit_History_1.0,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Loan_Amount_Term_12.0,Loan_Amount_Term_36.0,Loan_Amount_Term_60.0,Loan_Amount_Term_84.0,Loan_Amount_Term_120.0,Loan_Amount_Term_180.0,Loan_Amount_Term_240.0,Loan_Amount_Term_300.0,Loan_Amount_Term_360.0,Loan_Amount_Term_480.0,Loan_Status_N,Loan_Status_Y
0.4971639294946733,-0.8745873454266699,0.15049401617544364,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.013766700341959358,0.05439458322781005,-0.17989631713419824,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.6526317769860269,-0.8745873454266699,-1.2924327202348491,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.820924093448804,0.5780249806789427,-0.32344940140524997,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.5581043126742401,-0.8745873454266699,0.05337744480626084,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.32281793258359487,1.7102987106968037,2.2156457766389774,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.9218187675871596,0.05932286932146777,-0.7720527897522866,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.6381029439101037,0.6679662018881961,0.35842774888224577,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.24663160825328403,0.06548322693853992,0.5378691042210605,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2.241531950672703,2.6633830385280786,2.2156457766389774,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.5719160376753425,-0.4433623122316196,-1.2206561780993233,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.8544211252627381,0.2589184561146054,-0.5208348922779461,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.6231705321376271,2.6633830385280786,1.1120814413052673,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.1155365419328023,0.8749542178218203,-0.43111421460853877,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-1.3391191398233984,-0.20557250821263462,-2.171695361395041,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0.13434668129314664,-0.8745873454266699,-0.23372872373584264,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.4120988738401872,-0.8745873454266699,-0.6823321120828794,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
-0.44680664174378154,-0.8745873454266699,-1.1129913648960346,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0.10892122341028103,-0.8745873454266699,-0.0901756394647909,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.8140632556073958,1.2815378205485821,-0.4131700790746573,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1.228044948952921,-0.8745873454266699,-0.6105555699473535,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0.5399432713293361,2.5906138141764137,2.2156457766389774,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.8140632556073958,0.3026569951958176,-0.39522594354077584,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.5053255527440278,0.30635320976606095,-0.4670024856763017,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.3632658515572231,0.9273172575669335,0.23281880014507553,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1.9948444724044236,-0.8745873454266699,0.9505842215003342,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.7337510949932647,0.5133412256996851,-0.28756113033748704,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.15784429501153113,-0.2339101532511665,-0.5028907567440647,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.281407386216259,-0.8745873454266699,-1.8487009217851746,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.34994775457096017,0.4086151462094586,-0.32344940140524997,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.18205901680473646,1.200837135764937,1.130025576839149,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.5852341346616053,-0.8745873454266699,-1.1488796359637974,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0.030223377582363674,-0.8745873454266699,-0.5746672988795906,False,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.45084242870931573,0.1523442693392572,-0.43111421460853877,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
2.241531950672703,0.9735199396949746,2.2156457766389774,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.9452263319872581,0.39875857402214315,0.15049401617544364,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-1.125626009346638,-0.0552597823560742,-0.6823321120828794,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.3834447863848942,0.02420883090415652,0.10720985140790525,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.18205901680473646,2.6633830385280786,0.824975272763164,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.350754911964067,0.15296030510096442,-0.5028907567440647,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.4104845590539735,-0.8745873454266699,-1.0412148227605087,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-1.1369262128501336,-0.12733596647581835,-1.633371295378597,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.8947789949180803,-0.8745873454266699,-1.130935500429916,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.2728642235292565,0.5644721939213839,-0.07223150393090944,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0.03143411367202394,-0.8745873454266699,-0.7541086542184052,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.48716451139912376,-0.8745873454266699,-0.897661738489457,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.4164481901839888,-0.8745873454266699,-1.6872037019802415,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.4858637259911775,-0.8745873454266699,0.10720985140790525,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.7959022142624919,1.2445756748461492,-0.32344940140524997,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.24905308043260457,0.5268940124572439,0.10720985140790525,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-1.0852681396912955,0.13817544681999128,-0.6823321120828794,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.6179240090824326,-0.8745873454266699,-0.32344940140524997,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.15622998022531745,-0.8745873454266699,-0.4670024856763017,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.00044860335569642154,-0.8745873454266699,-0.07223150393090944,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2.241531950672703,-0.8745873454266699,2.2156457766389774,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.7704767563796262,-0.15567361151435022,-0.7361645186845237,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-1.0029380855943975,0.10552555144950888,-0.7541086542184052,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.5049219740474743,0.48069133032920275,-0.05428736839702796,False,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1.3975480015053585,0.5114931184145635,0.7531987306276381,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
